id,nom_estab,raz_social,nombre_act,per_ocu,entidad,municipio,telefono,correoelec,www,latitud,longitud,fecha_alta,FAQ's,Chat,Bot,Facebook,Youtube,Twitter,Instagram
6304145,HOTEL MARIA CRISTINA,LERMA SA,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5557031212/52 (55)) 55 66 96 88,CONTACTO@HOTELMARIACRISTINA.COM.MX,WWW.HOTELMARIACRISTINA.COM.MX,19.43124139,-99.16315832,2010-07,0,0,0,0,0,0,0
6257036,HOTEL MARLOWE,HOTELERA MARLOWE SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555219540,MARLOWE@PRODIGY.NET.MX,WWW.HOTELMARLOWE.COM.MX/https://www.hotelmarlowe.com.mx/,19.4330258,-99.14223803,2010-07,0,0,0,1,0,0,0
6304147,HOTEL MARQUIS REFORMA,PROMOCIONES RIO PLATA SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5552291200,divctos@marquisreforma.com,WWW.MARQUISREFORMA.COM,19.42455813,-99.173823,2010-07,0,0,0,1,0,1,0
6318410,HOTEL MARRIOTT REFORMA,OPERADORA TURISTICA ZR SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5511027030,HMR.JZENDEJAS@GRUPODIESTRA.COM,https://www.marriott.com/,19.42804382,-99.16438031,2010-07,1,1,0,1,1,1,1
6877533,HOTEL MARRIOTT REFORMA,SERVICIOS TURISTICOS ZR SA DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Cuauhtémoc,5511027030,HMR.JZENDEJAS@GRUPODIESTRA.COM,https://www.marriott.com/,19.42741218,-99.16384982,2019-04,1,1,0,1,1,1,1
6325270,HOTEL MEXICALI,HOTELERA SAN ANTONIO SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555195900,aybmexicali@outlook.com,WWW.HOTELMEXICALI.COM,19.40766017,-99.13603338,2010-07,0,1,0,1,0,1,0
6317888,HOTEL MOTEL PIRAMIDE,"HOTELERA NACIONAL, S.A. DE C.V.",Moteles,51 a 100 personas,CIUDAD DE MÉXICO,Benito Juárez,5555329596/55249350,HOTELNARVARTE@GMAIL.COM/ contacto@piramidesdelvalle.com,WWW.HOTELMOTELPIRAMIDES.COM.MX/http://www.piramidesdelvalle.mx/,19.37334166,-99.14917505,2010-07,0,0,0,1,0,1,0
6883691,HOTEL NOVIT,PROMOTORA PORTO SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Benito Juárez,54480490,CONTACTO@HOTELNOVIT.COM,WWW.HOTELNOVIT.COM,19.39593394,-99.17189016,2019-04,0,0,0,1,0,1,1
6258449,HOTEL NOVIT,PROMOTORA PORTO SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Benito Juárez,5554480490,CONTACTO@HOTELNOVIT.COM,WWW.HOTELNOVIT.COM,19.39593534,-99.17188971,2014-12,0,0,0,1,0,1,1
6314458,HOTEL PARAISO RADISSON,PARAISO PERISUR SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Tlalpan,5559275959,GACONTA@RADISSON.COM.MX/reservaciones@radisson.com.mx,WWW.RADISSON.COM.MX,19.30204352,-99.19008655,2010-07,0,0,0,1,0,1,0
6315115,HOTEL PRESIDENTE INTER-CONTINENTAL CIUDAD DE MÉXICO,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO S A P I DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Miguel Hidalgo,53 27 77 00,ERICA_RAMIREZ@GRUPOPRESIDENTE.COM/mexico_reservaciones@grupopresidente.com,WWW.PRESIDENTEICMEXICO.COM,19.42778278,-99.1935601,2010-07,0,0,0,1,0,1,1
6304948,HOTEL RAMADA REFORMA,HOTEL JENA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,50970277,GERENCIA@RAMADAREFORMA.COM/reservas@ramadareforma.com ,WWW.RAMADAREFORMA.COM,19.43798751,-99.15045008,2010-07,0,0,0,1,0,1,0
6313074,HOTEL REAL DEL SUR,COMERCIALIZADORA SESTAR SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Coyoacán,5515178711/56104256,ventas@realdelsur.com/reservas@realdelsur.com,http://realdelsur.com/contact.html,19.32056111,-99.13858386,2012-06,0,0,0,1,0,1,1
6304176,HOTEL REGENTE CITY,AUFRA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5510848700,CONTABILIDAD@HOTEL-REGENTE.COM.MX/hotel@hotel-regente.com.mx,WWW.HOTEL-REGENTE.COM.MX,19.43349498,-99.15758862,2010-07,0,0,0,0,0,1,0
6304177,HOTEL RIAZOR,PROMOCIONES TURISTICAS RAJOJA SA,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Iztacalco,5557649098,FINANSAS@HOTELRIAZOR.COM.MX/info@hotelriazor.com.mx,WWW.HOTELRIAZOR.COM.MX,19.40529166,-99.1184189,2010-07,0,0,0,1,0,1,1
6257097,HOTEL RITZ CIUDAD DE MÉXICO,HOTELERA CENTRO HISTORICO SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,15551300160/51300169,CONTABILIDAD@HOTELRITZ.MX/reservaciones@hotelritz.com,WWW.HOTELRITZ.MX,19.43369787,-99.13783857,2010-07,0,1,0,1,0,1,0
6314466,HOTEL ROYAL PEDREGAL,ALGASE SA DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Tlalpan,5554494000,"gjasso@hotelesroyal.com.mx, jmanzano@hotelesroyal.com.mx",WWW.HOTELROYAL.COM.MX/https://www.hotelesroyal.com.mx/,19.30241643,-99.19821351,2010-07,0,0,0,1,0,1,0
6304276,HOTEL SEGOVIA REGENCY,SERUGA SA,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,55250388,FERNANDO.PORTILLO@CAMYASOCIADOS.COM/recepcionsegovia@gsevilla.com.mx/hotelsegovia@yahoo.com.mx,WWW.HOTELSEGOVIA.COM.MX,19.42300639,-99.16445624,2010-07,0,0,0,1,0,1,0
6257099,HOTEL SEVILLA PALACE,INMOBILIARIA PASEO DE LA REFORMA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5555668877/57058000,INGRESOS@SEVILLAPALACE.COM.MX/eservaciones@sevillapalace.com.mx,WWW.SEVILLAPALACE.COM.MX,19.4325885,-99.15627001,2010-07,0,0,0,1,0,1,0
6805406,HOTEL SFERA,HOTELERA RIOREM SA DE CV,Moteles,101 a 250 personas,CIUDAD DE MÉXICO,Gustavo A. Madero,51205000,GERENCIAOPERATIVA@SFERA.COM/contacto@hotelsfera.com.mx,WWW.MOTELSFERA.COM/https://hotelsfera.com/,19.49801734,-99.06503999,2017-11,0,0,0,1,0,1,0
6859432,HOTEL SHERATON SANTA FE,INMOBILIARIA EMAR SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Álvaro Obregón,5552588600/52588500,JOSE.TORRES@SHERATON.COM,https://www.marriott.com/hotels/travel/mexsi-sheraton-mexico-city-santa-fe/,19.36800544,-99.26154169,2019-04,1,1,0,1,1,1,1
6308031,HOTEL W,TORRE POLANCO S DE RL DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,5591381800,PEDRO.ALMAZAN@STARWOODHOTELS.COM,https://www.marriott.com/hotels/travel/mexwm-w-mexico-city/,19.42736971,-99.19562744,2010-07,1,1,0,1,1,1,1
6317277,HOTEL Y VILLAS PASADENA,GONTELLE SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Benito Juárez,5555980022/55989745,HOTELPASADENA@HOTMAIL.COM/contacto@hotelyvillaspasadena.com,WWW.HOTELYVILLASPASADENA.COM,19.37697348,-99.18733941,2010-07,0,0,0,1,0,0,0
6308224,HOTEL Y VILLAS PATRIOTISMO,HOTELERA PATRIOTISMO SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,5552769917/52765002,PATRIOTISMOHOTEL@PRODIGY.NET.MX/patriotismohotel@prodigy.net.mx,http://hotelyvillaspatriotismo.com/,19.40349997,-99.17861336,2010-07,0,0,0,1,0,0,0
6257044,HOTEL ZOCALO CENTRAL,REY CORTES SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5551303060/5551305138,AMEDINA@CENTRALHOTELES.COM/datos.personales@centralhoteles.com,WWW.CENTRALHOTELES.COM,19.43389922,-99.13429257,2010-07,0,1,0,1,1,1,1
6257991,HOTELERA CAMPO REAL SA DE CV,HOTELERA CAMPO REAL SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Xochimilco,564113850000000/56411380,HOTELERACAMPOREAL@YAHOO.COM.MX,0,19.27282412,-99.11948406,2010-07,0,0,0,0,0,0,0
6325277,KRYSTAL GRAND REFORMA UNO/Barcelo Reforma,QUIROOCAN SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5551285000,MAYA.ADM@BARCELO.COM/mexicoreforma@barcelo.com,WWW.BARCELO.COM,19.43500019,-99.15108456,2010-07,0,0,0,1,1,1,1
6307240,KRYSTAL URBAN AEROPUERTO CIUDAD DE MEXICO,SERVICIOS HOTELEROS METROPOLITANOS SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Iztapalapa,56400460,LBARRETO@KRYSTAL-HOTELS.COM/reservaciones.kua@krystal-hotels.com/reservaciones@krystal-hotels.com,WWW.KRYSTALHOTELS.COM/https://www.krystal-hotels.com.mx//https://www.krystalurban-hotels.com.mx/aeropuerto-mexico,19.38332319,-99.07589983,2014-12,0,0,0,1,0,1,1
6318221,LE MERIDIEN MÉXICO CITY,PROMOTORA PASEO DE LA REFORMA S DE RL DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5550613000,LYA.RIOS@LEMERIDIEN.COM,WWW.LEMERIDIEN.COM/https://le-meridien.marriott.com/,19.43346413,-99.15451917,2010-07,0,0,0,1,0,1,1
6257008,MBC HOTELS SA DE CV,M.B.C. HOTELS SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5552424700,reservaciones@hotelespf.com,WWW.HOTELESPF.COM,19.42391811,-99.16618735,2010-07,0,0,0,1,0,1,1
6324686,MOTEL CENTRAL INN,MOTEL CENTRAL INN SA DE CV,Moteles,51 a 100 personas,CIUDAD DE MÉXICO,Iztapalapa,5556002236,0,0,19.38090188,-99.0892276,2010-07,0,0,0,0,0,0,0
6324668,MOTEL QUINTA MARGARITA,MOTEL QUINTA MARGARITA SA DE CV,Moteles,51 a 100 personas,CIUDAD DE MÉXICO,Iztapalapa,1555556868410,MARGARITA@MOTELESENLINEA.COM,0,19.35505208,-99.08351935,2010-07,0,0,0,0,0,0,0
6304729,NH COLECTION MEXICO CITY,HOTELERA DE LA PARRA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5552617700/5595968237,,WWW.NH-HOTELS.COM.MX,19.42397978,-99.16487148,2010-07,1,0,0,1,0,1,0
6311017,NOVOTEL MÉXICO SANTA FÉ,ACCOR MEXICO HOTELS SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Álvaro Obregón,15591777700,ALVARO.VALLE@ACCORINVEST.COM,0,19.3672397,-99.25982921,2010-07,0,0,0,0,0,0,0
6786157,OFICINAS CORPORATIVAS/No es un hotel ,GRUPO POSADAS SAB DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Álvaro Obregón,,,WWW.POSADAS.COM,19.36673789,-99.26125474,2017-03,0,0,0,0,0,0,0
6886591,OPERADORA DE HOTELES CARIDIAZ SANTA FE/No es hotel,OPERADORA DE HOTELES CARIDIAZ SANTA FE SA DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Álvaro Obregón,5552796250,JWSF.CONTADOR1@GRUPODIESTRA.COM,WWW.JWMARRIOTT.COM/MEXSF,19.36728669,-99.26071305,2019-04,0,0,0,0,0,0,0
6310834,OPERADORA FAVC,OPERADORA FAVC SA DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Miguel Hidalgo,4431131490,infofavclub@favc.com <infofavclub@favc.com>;,https://www.favc.com/reservation/common/home.do,19.42751382,-99.20446297,2010-07,0,0,0,0,0,0,0
6738649,OSTAR GRUPO HOTELERO,COMPAÑIA DE SERVICIOS OSTAR SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5511031531/50800600,SALAZARM@OSTAR.COM.MX/contacto@ostar.com.mx,WWW.OSTAR.COM.MX,19.42525193,-99.16418756,2016-10,0,0,0,1,0,0,1
6317173,PACIFICA RESORT IXTAPA,TOURS DE GOLF MEXICO SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Tlalpan,5554875200/(55) 5487-5200/(55) 4160-9000 /01 (800) 221-5830,GERMAN.LOPEZ@PACIFICA.COM.MX/reserva.ixtapa@pacifica.com.mx,WWW.PACIFICA.COM.MX,19.29933496,-99.14926174,2010-07,0,0,0,0,0,0,0
6258456,PRESIDENTE INTERCONTINENTAL SANTA FE,HOTELES GRAN CLASE SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuajimalpa de Morelos,5511050170,mexico_reservaciones@grupopresidente.com,WWW.PRESIDENTEICSANTAFE.COM/https://www.presidenteicsantafe.com/es-es.html,19.35909229,-99.27840774,2014-12,0,0,0,1,0,1,1
6507114,PUERTA DEL MAR,PUERTA DEL MAR SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Cuauhtémoc,015552503108/017555532105,info@puertadelmar.com.mx,https://www.puertadelmar.com.mx/,19.40770228,-99.16782681,2016-01,0,0,0,1,0,0,1
6257096,SHERATON MEXICO CITY MARÍA ISABEL HOTEL,HOTELES SHERATON S DE RL DE CV,Hoteles con otros servicios integrados,251 y más personas,CIUDAD DE MÉXICO,Cuauhtémoc,5552425555,JUAN.DELGADO1@SHERATON.COM,WWW.SHERATON.MARRIOTT.COM/https://www.marriott.com/https://www.marriott.com/hotels/travel/mexis-sheraton-mexico-city-maria-isabel-hotel/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,19.42781689,-99.16773471,2010-07,1,0,0,1,1,1,1
6258455,ST REGIS MÉXICO CITY,PROYECTO1818 F-173,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Cuauhtémoc,5552281849/552281818,,https://www.marriott.com/hotels/travel/mexxr-the-st-regis-mexico-city/,19.42529005,-99.17225923,2012-06,1,1,0,1,1,1,1
6317396,THE WESTIN SANTA FE MEXICO CITY,HOTEL PARQUE SANTA FE SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Álvaro Obregón,5550898022/5089800,,WWW.MARRIOT.COM/https://www.marriott.com/hotels/travel/mexws-the-westin-santa-fe-mexico-city/,19.36409952,-99.26065353,2012-06,1,1,0,1,1,1,1
6307013,V MOTEL BOUTIQUE,BOUTIQUE VIADUCTO S DE RL DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CIUDAD DE MÉXICO,Miguel Hidalgo,5552714243/52714243,RRHH@VMOTELBOUTIQUE.COM/contacto@vmotelboutique.com,WWW.VMOTELBOUTIQUE.COM,19.39951943,-99.18222602,2012-06,0,0,0,1,0,1,1
6307133,WE HOTEL AEROPUERTO,INMOBILIARIA PUERTO AEREO SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,CIUDAD DE MÉXICO,Venustiano Carranza,51333232,CRISTIAN_FELICITOS@HOTMAIL.COM.MX/reservaciones@wehotelaeropuerto.com.mx,WWW.WEHOTELAEROPUERTO.COM.MX,19.43318421,-99.0891456,2010-07,0,0,0,1,0,1,0
